Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://www.webnovis.com/landing-page-milano.html,Landing page a Milano: da €500 | WebNovis,64,0.006040977028132962,n/a,2,200,0.138,0,1,1,1,0,Self-canonical,1,8,24,7,0,1,0,10,55,1,"landing page a milano per google ads, meta ads ed eventi: copy, design e tracking orientati ai lead. da €500, con struttura pensata per convertire.",
https://www.webnovis.com/agenzia-web-milano.html,"Agenzia web a Milano | WebNovis, hinterland",63,0.006031772044910815,n/a,1,200,0.161,0,1,1,1,0,Self-canonical,1,5,28,7,0,1,0,10,55,1,"agenzia web per attività e pmi milanesi che cercano un partner concreto fuori dal centro: metodo diretto, costi da hinterland, sede a rho.",
https://www.webnovis.com/realizzazione-siti-web-milano-ovest.html,Realizzazione siti web a Milano Ovest | WebNovis,61,0.00596996304400647,n/a,1,200,0.117,0,1,1,1,0,Self-canonical,1,4,26,7,0,1,0,10,55,1,"siti web su misura per aziende e studi della zona ovest di milano: codice custom, seo integrata e gestione diretta. vetrina da €1.200.",
https://www.webnovis.com/agenzia-web-bollate.html,"Agenzia web a Bollate: siti custom, SEO e social | WebNovis",60,0.005923713788454757,n/a,2,200,0.162,0,1,1,1,0,Self-canonical,1,7,28,7,0,1,0,10,55,1,"web agency per bollate: siti web custom, siti vetrina, e-commerce e campagne locali per pmi e attività. sede a rho e proposta personalizzata.",
https://www.webnovis.com/realizzazione-siti-web-senago.html,Realizzazione siti web a Senago: da €1.200 e SEO | WebNovis,59,0.005889719467630731,n/a,2,200,0.205,0,1,1,1,0,Self-canonical,1,6,26,7,0,1,0,10,55,1,"realizzazione siti web a senago per pmi e attività locali: landing, siti vetrina ed e-commerce custom con seo integrata e gestione diretta da rho.",
https://www.webnovis.com/realizzazione-siti-web-parabiago.html,Realizzazione siti web a Parabiago: da €1.200 | WebNovis,57,0.005871268746292299,n/a,2,200,0.128,0,1,1,1,0,Self-canonical,1,6,26,7,0,1,0,10,55,1,"realizzazione siti web a parabiago per pmi, artigiani e professionisti: siti custom, seo tecnica, performance e richiesta di preventivo senza impegno.",
https://www.webnovis.com/agenzia-web-arese.html,"Agenzia web ad Arese: siti custom, SEO e grafica | WebNovis",56,0.00584273710674954,n/a,2,200,0.127,0,1,1,1,0,Self-canonical,1,6,28,7,0,1,0,10,55,1,"web agency ad arese: siti custom, e-commerce, branding e seo locale per pmi e negozi. sede a rho e proposta personalizzata.",
https://www.webnovis.com/ecommerce-milano.html,E-commerce a Milano: da €3.500 e SEO integrata | WebNovis,55,0.005796903848323823,n/a,2,200,0.132,0,1,1,1,0,Self-canonical,1,6,30,7,0,1,0,10,55,1,"e-commerce a milano per pmi e retail: shopify, woocommerce o custom con seo integrata, ux orientata alle vendite e preventivo rapido.",
https://www.webnovis.com/realizzazione-siti-web-origgio.html,Realizzazione siti web ad Origgio | WebNovis,53,0.005788851313751573,n/a,2,200,0.151,0,1,1,1,0,Self-canonical,1,5,26,7,0,1,0,10,55,1,"siti web su misura ad origgio per aziende, logistica e servizi b2b: codice custom, pagine tecniche e seo. vetrina da €1.200.",
https://www.webnovis.com/graphic-design-milano.html,Graphic design a Milano: logo e brand identity | WebNovis,52,0.005778916880045096,n/a,2,200,0.207,0,1,1,1,0,Self-canonical,1,6,23,7,0,1,0,10,55,1,"graphic design a milano per pmi, studi e brand locali: logo, brand identity, coordinato visivo e supporti digitali con approccio strategico.",
https://www.webnovis.com/agenzia-web-sesto-san-giovanni.html,"Agenzia web a Sesto San Giovanni: siti, SEO e Ads | WebNovis",51,0.005768377048190338,n/a,2,200,0.121,0,1,1,1,0,Self-canonical,1,5,28,7,0,1,0,10,55,1,"agenzia web per sesto san giovanni: siti custom, branding, social e campagne locali per pmi e professionisti. gestione diretta da rho.",
https://www.webnovis.com/agenzia-web-garbagnate.html,Agenzia web a Garbagnate Milanese | WebNovis,49,0.005766818681826071,n/a,2,200,0.143,0,1,1,1,0,Self-canonical,1,5,28,7,0,1,0,10,55,1,"agenzia web a garbagnate milanese per studi, ambulatori e attività locali: sito, prenotazioni e visibilità nel bacino dell'ospedale. sede a rho.",
https://www.webnovis.com/agenzia-web-pero.html,"Agenzia web a Pero | WebNovis, a 5 minuti",48,0.005758275589031201,n/a,2,200,0.127,0,1,1,1,0,Self-canonical,1,5,28,7,0,1,0,10,55,1,"agenzia web a pero, tra fiera milano e mind: siti, contenuti multilingue e visibilità per attività che vivono di flussi fieristici e clienti locali.",
https://www.webnovis.com/agenzia-web-lainate.html,Agenzia web a Lainate | WebNovis,47,0.005758256646199963,n/a,2,200,0.131,0,1,1,1,0,Self-canonical,1,5,28,7,0,1,0,10,55,1,"agenzia web per le imprese di lainate: siti aziendali, contenuti tecnici e visibilità per pmi b2b e attività locali. sede a rho, a otto minuti.",
https://www.webnovis.com/realizzazione-siti-web-cormano.html,Realizzazione siti web a Cormano: da €1.200 e SEO | WebNovis,45,0.005710996052418548,n/a,2,200,0.142,0,1,1,1,0,Self-canonical,1,4,26,7,0,1,0,10,55,1,"realizzazione siti web a cormano per pmi e professionisti: landing, siti vetrina ed e-commerce con seo integrata, codice custom e proposta personalizzata.",
https://www.webnovis.com/realizzazione-siti-web-limbiate.html,Siti web a Limbiate: da €1.200 e SEO | WebNovis,44,0.005698468695449859,n/a,2,200,0.149,0,1,1,1,0,Self-canonical,1,4,26,7,0,1,0,10,55,1,"realizzazione siti web a limbiate per pmi e professionisti: siti custom, landing ed e-commerce con seo integrata, performance e proposta personalizzata.",
https://www.webnovis.com/realizzazione-siti-web-arluno.html,Realizzazione siti web ad Arluno | WebNovis,43,0.005696595010173971,n/a,2,200,0.14,0,1,1,1,0,Self-canonical,1,4,26,7,0,1,0,10,55,1,"siti web su misura ad arluno per artigianato, logistica e commercio: codice custom, seo locale e prezzi chiari. vetrina da €1.200.",
https://www.webnovis.com/social-media-milano.html,Social media a Milano | Gestione WebNovis,41,0.005688803302363916,n/a,2,200,0.124,0,1,1,1,0,Self-canonical,1,5,23,7,0,1,0,10,55,1,"gestione social media a milano per attività locali: contenuti veri e costanza, non inseguimento della viralità. da €300 al mese, sede a rho.",
https://www.webnovis.com/quanto-costa-un-sito-web/,,-,0.0056857458027846615,n/a,2,404,0.11,0,0,0,0,0,-,1,4,0,0,0,-,-,0,0,1,-,
https://www.webnovis.com/agenzia-web-cinisello-balsamo.html,Agenzia web a Cinisello Balsamo | WebNovis,40,0.005683396808610781,n/a,2,200,0.128,0,1,1,1,0,Self-canonical,1,4,28,7,0,1,0,10,55,1,"agenzia web a cinisello balsamo: sito, visibilità locale e contenuti per emergere in uno dei mercati più densi e competitivi del nord milano.",
https://www.webnovis.com/agenzia-web-baranzate.html,Agenzia web a Baranzate | WebNovis,39,0.00568167473550455,n/a,2,200,0.129,0,1,1,1,0,Self-canonical,1,4,28,7,0,1,0,10,55,1,"agenzia web a baranzate: sito e visibilità per attività di uno dei comuni più densi e più internazionali d'italia, sul confine con milano.",
https://www.webnovis.com/agenzia-web-cornaredo.html,Agenzia web a Cornaredo | WebNovis,37,0.005678159884672856,n/a,2,200,0.156,0,1,1,1,0,Self-canonical,1,4,28,7,0,1,0,10,55,1,"agenzia web a cornaredo per pmi, artigiani e attività locali: siti concreti, visibilità di zona e contenuti che portano richieste. sede a rho.",
https://www.webnovis.com/agenzia-web-settimo-milanese.html,Agenzia web a Settimo Milanese | WebNovis,37,0.005678159884672856,n/a,2,200,0.129,0,1,1,1,0,Self-canonical,1,4,28,7,0,1,0,10,55,1,"agenzia web a settimo milanese per studi professionali, artigiani e pmi: presenza digitale seria per chi vive di competenza e passaparola.",
https://www.webnovis.com/agenzia-web-legnano.html,Agenzia web a Legnano | WebNovis,36,0.005674550889758258,n/a,2,200,0.121,0,1,1,1,0,Self-canonical,1,4,28,7,0,1,0,10,55,1,"agenzia web a legnano per pmi e commercio dell'alto milanese: strategia, sito e visibilità, con criteri chiari per scegliere il partner giusto.",
https://www.webnovis.com/ecommerce-garbagnate.html,E-commerce a Garbagnate: vendite online e SEO | WebNovis,35,0.005663462164532501,n/a,2,200,0.108,0,1,1,1,0,Self-canonical,1,5,22,7,0,1,0,10,55,1,"e-commerce a garbagnate milanese per negozi e pmi: piattaforma, catalogo, pagamenti, seo e ux orientata alle vendite. preventivo rapido.",
https://www.webnovis.com/realizzazione-siti-web-castellanza.html,Realizzazione siti web a Castellanza | WebNovis,33,0.005614582824792967,n/a,2,200,0.122,0,1,1,1,0,Self-canonical,1,3,26,7,0,1,0,10,55,1,"siti web su misura a castellanza per manifattura, servizi e formazione: codice custom, pagine tecniche e seo. vetrina da €1.200.",
https://www.webnovis.com/realizzazione-siti-web-buccinasco.html,Realizzazione siti web a Buccinasco | WebNovis,32,0.0056132269339821805,n/a,2,200,0.14,0,1,1,1,0,Self-canonical,1,3,26,7,0,1,0,10,55,1,"siti web su misura a buccinasco per studi, servizi alla persona e commercio: codice custom e seo locale. vetrina da €1.200.",
https://www.webnovis.com/realizzazione-siti-web-magenta.html,Realizzazione siti web a Magenta | WebNovis,31,0.005608843970831212,n/a,2,200,0.149,0,1,1,1,0,Self-canonical,1,3,26,7,0,1,0,10,55,1,"siti web su misura a magenta per commercio, turismo del ticino e servizi: codice custom e seo locale. vetrina da €1.200, landing da €500.",
https://www.webnovis.com/agenzia-web-castellanza.html,Siti web a Castellanza (VA): agenzia web custom | WebNovis,29,0.005595742892510972,n/a,2,200,0.154,0,1,1,1,0,Self-canonical,1,3,28,7,0,1,0,10,55,1,"siti web a castellanza per pmi e professionisti: siti custom da €1.200, e-commerce e seo locale. prezzo indicativo da confermare nella proposta.",
https://www.webnovis.com/portfolio/case-study/ember-oak.html,Ember & Oak — Sito Web Fine Dining | Case Study WebNovis,28,0.0055787854535653235,n/a,2,200,0.141,0,1,1,0,0,Self-canonical,1,2,21,7,0,1,0,10,62,1,"sito web ember & oak, ristorante fine dining. menu interattivo, prenotazioni online e storytelling culinario. case study webnovis.",
https://www.webnovis.com/portfolio/case-study/unimidoc.html,UnimiDoc — Appunti Verificati Statale | Case Study WebNovis,28,0.0055787854535653235,n/a,2,200,0.218,0,1,1,0,0,Self-canonical,1,2,20,8,0,1,0,10,62,1,"unimidoc, piattaforma di appunti verificati per gli studenti della statale di milano. ricerca per corso ed esame, anteprime protette e sistema a crediti. case study webnovis.",
https://www.webnovis.com/blog/quanto-costa-un-sito-web.html,Guida 2026: da cosa dipende il prezzo di un sito | WebNovis,27,0.005551593908943388,n/a,2,200,0.131,0,1,1,0,1,Self-canonical,1,3,24,11,0,1,0,9,54,2,"cosa fa salire o scendere il prezzo di un sito nel 2026: perimetro, contenuti, integrazioni e differenze tra listino di mercato e catalogo webnovis.",
https://www.webnovis.com/blog/come-scegliere-web-agency.html,Scegliere la Web Agency Giusta: 10 Criteri che Contano — WebNovis,25,0.005546854764512019,n/a,2,200,0.127,0,1,1,0,1,Self-canonical,1,3,22,11,0,1,0,9,54,1,"portfolio, trasparenza, tecnologie: una checklist pratica per valutare un'agenzia digitale e non farsi fregare. guida per imprenditori e pmi.",
https://www.webnovis.com/seo-locale-garbagnate.html,SEO locale a Garbagnate Milanese | WebNovis,24,0.005521236168663045,n/a,2,200,0.125,0,1,1,1,0,Self-canonical,1,3,25,7,0,1,0,10,55,1,"seo locale a garbagnate milanese per studi, sanità privata e commercio: scheda google, ricerche di zona e recensioni. da €400/mese.",
https://www.webnovis.com/seo-locale-cinisello-balsamo.html,SEO locale a Cinisello Balsamo | WebNovis,23,0.005521043197963266,n/a,2,200,0.123,0,1,1,1,0,Self-canonical,1,3,25,7,0,1,0,10,55,1,"seo locale a cinisello balsamo: farsi trovare in un mercato denso. scheda google, ricerche di zona e recensioni. da €400/mese.",
https://www.webnovis.com/seo-locale-senago.html,SEO locale a Senago | WebNovis,21,0.0055201902650721625,n/a,2,200,0.139,0,1,1,1,0,Self-canonical,1,3,21,7,0,1,0,10,55,1,"seo locale a senago per artigiani, servizi alla casa e commercio: scheda google e ricerche di zona. da €400/mese.",
https://www.webnovis.com/quanto-costa-un-sito-web/index.html,Quanto Costa un Sito Web nel 2026? Prezzi da €500 | WebNovis,20,0.0055200340014750484,n/a,2,200,0.136,0,1,1,1,0,Canonical to other page,0,2,25,7,0,1,2,10,55,4,"prezzi siti web 2026: landing page da €500, sito vetrina da €1.200, e-commerce da €3.500. prezzi di partenza, codice custom e seo inclusa. preventivo gratuito.",
https://www.webnovis.com/seo-locale-cormano.html,SEO locale a Cormano: Google Maps e lead locali | WebNovis,19,0.005512396474407031,n/a,2,200,0.143,0,1,1,1,0,Self-canonical,1,3,21,7,0,1,0,10,55,1,"seo locale a cormano per attività e professionisti che vogliono più visibilità su google maps, chiamate e richieste qualificate.",
https://www.webnovis.com/ecommerce-cinisello-balsamo.html,E-commerce a Cinisello Balsamo | WebNovis,17,0.0055047552700106025,n/a,2,200,0.135,0,1,1,1,0,Self-canonical,1,3,22,7,0,1,0,10,55,1,"e-commerce su misura a cinisello balsamo: catalogo, consegna locale, ritiro rapido e checkout veloce. da €3.500, sede a rho.",
https://www.webnovis.com/seo-locale-sesto-san-giovanni.html,SEO locale a Sesto San Giovanni | WebNovis,16,0.005502819391886607,n/a,2,200,0.127,0,1,1,1,0,Self-canonical,1,3,25,7,0,1,0,10,55,1,"seo locale a sesto san giovanni: scheda google, ricerche di zona e recensioni per commercio e servizi. da €400/mese.",
https://www.webnovis.com/seo-locale-milano.html,SEO locale a Milano | WebNovis,15,0.0055008301661668094,n/a,2,200,0.139,0,1,1,1,0,Self-canonical,1,3,29,7,0,1,0,10,55,1,"seo locale a milano per attività di quartiere e studi: scheda google, ricerche di zona e recensioni. da €400/mese, sede a rho.",
https://www.webnovis.com/landing-page-bollate.html,Landing page a Bollate | WebNovis,13,0.005499550210466516,n/a,2,200,0.145,0,1,1,1,0,Self-canonical,1,3,27,7,0,1,0,10,55,1,"landing page a bollate per promozioni locali con budget contenuti: una pagina, un'offerta, contatti misurabili. da €500, sede a rho.",
https://www.webnovis.com/sito-vetrina-bollate.html,Sito vetrina a Bollate: da €1.200 e SEO integrata | WebNovis,13,0.005499550210466516,n/a,2,200,0.124,0,1,1,1,0,Self-canonical,1,3,27,7,0,1,0,10,55,1,"sito vetrina a bollate con design custom, seo tecnica e struttura orientata ai contatti. prezzo da €1.200, confermato nella proposta.",
https://www.webnovis.com/ecommerce-arese.html,E-commerce ad Arese: shop online da €3.500 e SEO | WebNovis,12,0.005498578694152913,n/a,2,200,0.124,0,1,1,1,0,Self-canonical,1,3,28,7,0,1,0,10,55,1,"realizzazione e-commerce ad arese per negozi e brand locali: shopify, woocommerce o custom, seo integrata, checkout curato e proposta personalizzata.",
https://www.webnovis.com/ecommerce-rho.html,Realizzazione e-commerce a Rho: da €3.500 e SEO | WebNovis,11,0.005497205053034736,n/a,2,200,0.134,0,1,1,1,0,Self-canonical,1,3,28,7,0,1,0,10,55,1,"e-commerce a rho per negozi, brand e pmi: piattaforma su misura, catalogo, pagamenti e seo tecnica. gestione diretta dalla sede webnovis di rho.",
https://www.webnovis.com/landing-page-rho.html,"Landing page a Rho | WebNovis, sede in città",11,0.005497205053034736,n/a,2,200,0.136,0,1,1,1,0,Self-canonical,1,3,28,7,0,1,0,10,55,1,"landing page a rho per campagne e offerte specifiche: una pagina, una promessa, un contatto. da €500, con sede a rho e confronto diretto.",
https://www.webnovis.com/sito-vetrina-rho.html,"Sito vetrina a Rho | WebNovis, sede in città",11,0.005497205053034736,n/a,2,200,0.138,0,1,1,1,0,Self-canonical,1,3,28,7,0,1,0,10,55,1,"sito vetrina a rho: poche pagine su misura, veloci e chiare, per attività e studi della città. da €1.200, con sede a rho e incontro diretto.",
https://www.webnovis.com/email-marketing-milano.html,Email marketing a Milano: newsletter | WebNovis,9,0.005494893468598066,n/a,2,200,0.144,0,1,1,1,0,Self-canonical,1,3,23,7,0,1,0,10,55,1,"email marketing a milano per newsletter, automazioni, lead nurturing e recupero clienti. strategia, copy e setup operativo da €250/mese.",
https://www.webnovis.com/ecommerce-senago.html,E-commerce a Senago: da €3.500 e SEO | WebNovis,8,0.005438694896440777,n/a,2,200,0.137,0,1,1,1,0,Self-canonical,1,2,22,7,0,1,0,10,55,1,"e-commerce a senago per negozi, retail e brand locali: shopify, woocommerce o custom con seo integrata, ux orientata alle vendite e preventivo rapido.",
https://www.webnovis.com/contatti.html?piano=advertising,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.108,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/contatti.html?piano=manutenzione,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.111,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
